PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,SAMPLE_TYPE,TAXA_ID,TARGET_TAXON,ALGAL_GROUP,ABUNDANCE,BIOVOLUME,DENSITY,IS_DISTINCT
1/10/2025,2020427,NLA_CT-10052,NLA22_CT-10016,6/14/2022,1,CT,PHYX,4545,CHRYSOPHYCEAE,GOLDEN ALGAE,41,19405.16,212,0
1/10/2025,2020350,NLA_WY-10140,NLA22_WY-10023,6/8/2022,1,WY,PHYX,4545,CHRYSOPHYCEAE,GOLDEN ALGAE,4,1626.89,16,1
1/10/2025,2020420,NLA_WV-10033,NLA22_WV-10011,6/14/2022,1,WV,PHYX,4545,CHRYSOPHYCEAE,GOLDEN ALGAE,186,97671.52,922,1
1/10/2025,2021456,NLA_MS-10091,NLA22_MS-10046,8/11/2022,1,MS,PHYX,4545,CHRYSOPHYCEAE,GOLDEN ALGAE,7,7180.08,27,0
1/10/2025,2020784,NLA_TN-10023,NES22-10034,7/12/2022,1,TN,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,1,5514.82,26,1
1/10/2025,2020321,NLA_TX-10023,NES22-10114,6/6/2022,1,TX,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,171,176285.84,1039,1
1/10/2025,2020808,NLA_AL-10051,NLA22_AL-10003,7/12/2022,1,AL,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,3,34111.61,139,1
1/10/2025,2020689,NLA_TX-10328,NLA22_TX-10034,6/30/2022,1,TX,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,36,77144.78,455,1
1/10/2025,2020414,NLA_PA-10085,NLA22_PA-10042,6/14/2022,1,PA,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,26,9588.86,407,1
1/10/2025,2020317,NLA_WI-10227,NLA22_WI-10102,6/6/2022,1,WI,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,2,664.42,11,1
1/10/2025,2020394,NLA_IA-10117,NLA22_IA-10006,6/13/2022,1,IA,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,5,1901.64,16,1
1/10/2025,2020427,NLA_CT-10052,NLA22_CT-10016,6/14/2022,1,CT,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,262,51168.35,1353,1
1/10/2025,2020503,NLA_SD-10252,NLA22_SD-10088,6/15/2022,1,SD,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,2,2944.96,11,1
1/10/2025,2021060,NLA_OH-10069,NLA22_OH-10005,7/28/2022,1,OH,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,6,108645.45,2436,1
1/10/2025,2020673,NLA_TX-10287,NLA22_TX-10098,6/29/2022,1,TX,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,5,937523.12,2436,1
1/10/2025,2021813,NLA_TX-10399,NLA22_TX-10181,9/21/2022,1,TX,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,31,181096.76,2135,1
1/10/2025,2021167,NLA_MN-10152,NLA22_MN-10011,8/4/2022,1,MN,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,43,25128.18,198,1
1/10/2025,2020318,NLA_TX-10094,NES22-10117,6/5/2022,1,TX,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,11,111066.91,1894,1
1/10/2025,2020441,NLA_NJ-10024,NLA22_NJ-10004,6/15/2022,1,NJ,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,37,9756.67,319,1
1/10/2025,2020646,NLA_OH-10093,NLA22_OH-10012,6/28/2022,1,OH,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,7,604.85,6,1
1/10/2025,2020300,NLA_MI-10260,NLA22_MI-10114,6/3/2022,1,MI,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,3,1947.28,39,1
1/10/2025,2020398,NLA_WA-10113,NLA22_WA-10002,6/29/2022,1,WA,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,4,1770.51,16,1
1/10/2025,2021488,NLA_OK-10213,NLA22_OK-10031,8/16/2022,1,OK,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,8,31355.07,142,1
1/10/2025,2020746,NLA_TN-10064,NLA22_TN-10022,7/8/2022,1,TN,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,3,67228.49,1146,1
1/10/2025,2020779,NLA_WA-10161,NLA22_WA-10024,7/12/2022,1,WA,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,1,207.55,3,1
1/10/2025,2020306,NLA_OK-10065,NES22-10115,6/2/2022,1,OK,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,14,36252.5,308,1
1/10/2025,2020413,NLA_SD-10073,NES22-10161,6/14/2022,1,SD,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,8,16841.31,89,1
1/10/2025,2020737,NLA_WA-10176,NLA22_WA-10065,7/7/2022,1,WA,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,33,18700.34,272,1
1/10/2025,2020320,NLA_TX-10093,NES22-10121,6/7/2022,1,TX,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,135,486819.26,4649,1
1/10/2025,2020911,NLA_MS-10099,NLA22_MS-10054,7/19/2022,1,MS,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,4,36015.36,159,1
1/10/2025,2020349,NLA_WI-10007,NES22-10080,6/8/2022,1,WI,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,13,3281.52,56,1
1/10/2025,2021532,NLA_ND-10227,NLA22_ND-10102,8/18/2022,1,ND,PHYX,4549,CHROOMONAS,CRYPTOPHYTES,5,56680.06,812,1
1/10/2025,2021794,NLA_MS-10050,NLA22_MS-10005,9/20/2022,1,MS,PHYX,4551,CRYPTOMONAS CURVATA,CRYPTOPHYTES,2,168444.39,22,1
1/10/2025,2020406,NLA_NV-10379,NLA22_NV-10235,6/13/2022,1,NV,PHYX,4551,CRYPTOMONAS CURVATA,CRYPTOPHYTES,1,32601.1,3,1
1/10/2025,2021663,NLA_UT-10473,NLA22_UT-10139,9/1/2022,1,UT,PHYX,4551,CRYPTOMONAS CURVATA,CRYPTOPHYTES,3,198006.92,34,1
1/10/2025,2021115,NLA_TN-10049,NLA22_TN-10011,8/2/2022,1,TN,PHYX,4551,CRYPTOMONAS CURVATA,CRYPTOPHYTES,22,1682107.11,218,1
1/10/2025,2020303,NLA_NV-10178,NLA22_NV-10025,6/2/2022,1,NV,PHYX,4551,CRYPTOMONAS CURVATA,CRYPTOPHYTES,5,60417.39,4,1
1/10/2025,2021729,NLA_UT-10358,NLA22_UT-10027,9/13/2022,1,UT,PHYX,4551,CRYPTOMONAS CURVATA,CRYPTOPHYTES,27,394935.26,45,1
1/10/2025,2020990,NLA_ID-10013,NES22-10202,7/25/2022,1,ID,PHYX,4551,CRYPTOMONAS CURVATA,CRYPTOPHYTES,35,832857.56,106,1
1/10/2025,2020526,NLA_NV-10228,NLA22_NV-10079,6/21/2022,1,NV,PHYX,4551,CRYPTOMONAS CURVATA,CRYPTOPHYTES,164,2384736.88,237,1
1/10/2025,2021132,NLA_MI-10179,NLA22_MI-10049,8/3/2022,1,MI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,4,4470.18,6,1
1/10/2025,2020674,NLA_WY-10107,NLA22_WY-10009,6/29/2022,1,WY,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,5,25621.85,14,1
1/10/2025,2020644,NLA_MI-10246,NLA22_MI-10026,6/28/2022,1,MI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,6,27685.59,24,1
1/10/2025,2020915,NLA_KS-10107,NLA22_KS-10016,7/19/2022,1,KS,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,7,167724.69,118,1
1/10/2025,2021067,NLA_MT-10299,NLA22_MT-10121,7/27/2022,1,MT,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,3764.74,2,1
1/10/2025,2020953,NLA_SC-10066,NLA22_SC-10031,7/21/2022,1,SC,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,58569.62,40,1
1/10/2025,2021034,NLA_TX-10277,NLA22_TX-10088,7/27/2022,1,TX,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,12822.32,14,1
1/10/2025,2020683,NLA_MO-10062,NLA22_MO-10002,6/29/2022,1,MO,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,7,50867.07,41,1
1/10/2025,2021483,NLA_MT-10263,NLA22_MT-10110,8/14/2022,1,MT,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,31,127548.07,50,1
1/10/2025,2020663,NLA_NY-10094,NLA22_NY-10058,6/29/2022,1,NY,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,14,69464.25,77,1
1/10/2025,2021748,NLA_IA-10128,NLA22_IA-10039,9/14/2022,1,IA,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,4,45338.4,17,1
1/10/2025,2021657,NLA_WI-10263,NLA22_WI-10138,8/31/2022,1,WI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,7190.57,7,1
1/10/2025,2021644,NLA_AL-10095,NLA22_AL-10046,8/30/2022,1,AL,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,5766.06,10,1
1/10/2025,2021118,NLA_IL-10087,NLA22_IL-10036,8/2/2022,1,IL,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,304457.12,277,1
1/10/2025,2021108,NLA_GA-10121,NLA22_GA-10071,8/2/2022,1,GA,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,28897.43,28,1
1/10/2025,2021639,NLA_AR-10014,NES22-10107,8/31/2022,1,AR,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,4675.94,5,1
1/10/2025,2020813,NLA_OK-10149,NLA22_OK-10037,7/12/2022,1,OK,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,11,111634.33,127,1
1/10/2025,2021663,NLA_UT-10473,NLA22_UT-10139,9/1/2022,1,UT,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,13676.15,11,1
1/10/2025,2020602,NLA_MT-10208,NLA22_MT-10055,6/23/2022,1,MT,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,11,1244232.82,672,1
1/10/2025,2020614,NLA_MI-10236,NLA22_MI-10016,6/27/2022,1,MI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,8,34795.12,38,1
1/10/2025,2020814,NLA_OK-10161,NLA22_OK-10049,7/13/2022,1,OK,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,3,326021.53,125,1
1/10/2025,2021180,NLA_PA-10005,NES22-10021,8/4/2022,1,PA,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,5,34984.63,42,1
1/10/2025,2020783,NLA_NC-10009,NES22-10046,7/11/2022,1,NC,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,5,54410.19,32,1
1/10/2025,2021525,NLA_OR-10278,NLA22_OR-10011,8/17/2022,1,OR,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,6,344553.2,156,1
1/10/2025,2021149,NLA_MD-10045,NLA22_MD-10021,8/3/2022,2,MD,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,41,350096.85,182,1
1/10/2025,2020708,NLA_WI-10226,NLA22_WI-10101,8/15/2022,1,WI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,5,43528.15,26,1
1/10/2025,2021661,NLA_MN-10167,NLA22_MN-10051,8/31/2022,1,MN,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,41,74216.78,53,1
1/10/2025,2020743,NLA_VT-10045,NLA22_VT-10005,7/8/2022,1,VT,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,29,123578.62,78,1
1/10/2025,2021753,NLA_WY-10021,NES22-10171,9/14/2022,1,WY,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,2307.13,2,1
1/10/2025,2020584,NLA_IN-10291,NLA22_IN-10145,7/12/2022,1,IN,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,20255.89,27,1
1/10/2025,2021805,NLA_NY-10014,NES22-10011,9/21/2022,1,NY,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,4578.31,4,1
1/10/2025,2021650,NLA_WI-10225,NLA22_WI-10100,8/31/2022,1,WI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,5,17557.19,12,1
1/10/2025,2021475,NLA_MT-10179,NLA22_MT-10003,8/10/2022,2,MT,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,12,164578.13,173,1
1/10/2025,2021622,NLA_WI-10136,NLA22_WI-10013,8/29/2022,1,WI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,70,165168.47,87,1
1/10/2025,2020686,NLA_SD-10326,NLA22_SD-10140,6/29/2022,1,SD,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,76,151102.26,110,1
1/10/2025,2021419,NLA_CA-10297,NLA22_CA-10138,8/9/2022,1,CA,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,7229.02,7,1
1/10/2025,2020761,NLA_WA-10009,NES22-10204,7/11/2022,1,WA,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,3,11877.17,11,1
1/10/2025,2021159,NLA_WY-10108,NLA22_WY-10010,8/3/2022,1,WY,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,4,8031.63,7,1
1/10/2025,2021633,NLA_IL-10025,NLA22_IL-10018,8/30/2022,1,IL,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,3,24988.99,30,1
1/10/2025,2021484,NLA_MT-10359,NLA22_MT-10181,8/14/2022,1,MT,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,10026.96,5,1
1/10/2025,2020465,NLA_ND-10149,NLA22_ND-10008,6/16/2022,1,ND,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,10385.67,6,1
1/10/2025,2021632,NLA_IL-10083,NLA22_IL-10032,8/29/2022,1,IL,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,43071.39,62,1
1/10/2025,2021437,NLA_MI-10266,NLA22_MI-10120,8/10/2022,1,MI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,5,77639.32,13,1
1/10/2025,2020980,NLA_KS-10091,NLA22_KS-10028,7/22/2022,1,KS,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,20978.97,17,1
1/10/2025,2020554,NLA_MT-10275,NLA22_MT-10023,6/21/2022,1,MT,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,17103.98,10,1
1/10/2025,2021717,NLA_MN-10365,NLA22_MN-10078,9/12/2022,1,MN,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,50588.08,20,1
1/10/2025,2021161,NLA_NM-10136,NLA22_NM-10056,8/3/2022,1,NM,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,25,109201.09,52,1
1/10/2025,2020463,NLA_AR-10065,NLA22_AR-10034,6/16/2022,1,AR,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,18557.39,35,1
1/10/2025,2020724,NLA_NE-10215,NLA22_NE-10015,7/6/2022,1,NE,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,3,77147.28,57,1
1/10/2025,2021602,NLA_MN-10184,NLA22_MN-10068,8/25/2022,1,MN,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,7,336552.54,323,1
1/10/2025,2021441,NLA_IN-10031,NES22-10079,8/10/2022,1,IN,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,7663.66,8,1
1/10/2025,2020557,NLA_NE-10176,NLA22_NE-10014,6/22/2022,1,NE,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,15,133786.09,115,1
1/10/2025,2021566,NLA_WI-10245,NLA22_WI-10120,8/23/2022,1,WI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,15070.63,11,1
1/10/2025,2020662,NLA_ND-10263,NLA22_ND-10035,6/29/2022,1,ND,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,13,31170.87,22,1
1/10/2025,2020582,NLA_IN-10167,NLA22_IN-10029,7/21/2022,1,IN,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,7,79901.75,73,1
1/10/2025,2020624,NLA_PA-10048,NLA22_PA-10014,6/28/2022,1,PA,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,4,38707.21,34,1
1/10/2025,2020577,NLA_IA-10094,NLA22_IA-10011,6/23/2022,1,IA,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,4,68386.14,47,1
1/10/2025,2020659,NLA_MI-10258,NLA22_MI-10112,6/29/2022,1,MI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,3,16310.21,17,1
1/10/2025,2021172,NLA_NE-10176,NLA22_NE-10014,8/4/2022,2,NE,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,114079.71,130,1
1/10/2025,2021670,NLA_WI-10256,NLA22_WI-10131,7/26/2022,1,WI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,248,2486250.58,1471,1
1/10/2025,2021843,NLA_RI-10009,NES22-10006,9/28/2022,1,RI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,14,29666.31,28,1
1/10/2025,2020542,NLA_FL-10008,NES22-10029,6/21/2022,1,FL,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,48232.15,69,1
1/10/2025,2021391,NLA_IA-10095,NLA22_IA-10012,8/8/2022,1,IA,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,4271.58,4,1
1/10/2025,2021616,NLA_IL-10079,NLA22_IL-10028,8/28/2022,1,IL,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,3,79897.03,81,1
1/10/2025,2020569,NLA_FL-10006,NES22-10028,6/23/2022,1,FL,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,2356.46,2,1
1/10/2025,2020939,NLA_MN-10346,NLA22_MN-10039,7/20/2022,1,MN,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,13,72917.73,75,1
1/10/2025,2020702,NLA_MI-10271,NLA22_MI-10125,7/1/2022,1,MI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,89437.33,12,1
1/10/2025,2021784,NLA_NY-10037,NLA22_NY-10003,9/19/2022,2,NY,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,65,76383.93,59,1
1/10/2025,2020877,NLA_VT-10025,NLA22_VT-10002,7/19/2022,1,VT,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,24562.24,24,1
1/10/2025,2020630,NLA_MD-10045,NLA22_MD-10021,6/28/2022,1,MD,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,7,141621.07,67,1
1/10/2025,2021005,NLA_MD-10030,NLA22_MD-10002,7/25/2022,1,MD,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,15,188510.14,156,1
1/10/2025,2020975,NLA_NE-10195,NLA22_NE-10048,7/21/2022,1,NE,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,5,33121.77,12,1
1/10/2025,2020655,NLA_NH-10052,NLA22_NH-10022,6/29/2022,1,NH,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,13833.33,9,1
1/10/2025,2021158,NLA_OR-10306,NLA22_OR-10179,8/4/2022,1,OR,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,3,12511.98,14,1
1/10/2025,2020591,NLA_ME-10070,NLA22_ME-10004,6/23/2022,1,ME,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,5,40604.46,33,1
1/10/2025,2021749,NLA_IA-10094,NLA22_IA-10011,9/14/2022,2,IA,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,243,22626647.86,12616,1
1/10/2025,2021658,NLA_WI-10151,NLA22_WI-10039,8/30/2022,1,WI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,3,20079.09,16,1
1/10/2025,2020607,NLA_ND-10145,NLA22_ND-10003,6/27/2022,2,ND,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,3,44522955.24,187,1
1/10/2025,2020383,NLA_MO-10100,NLA22_MO-10012,6/9/2022,1,MO,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,24,431726.89,269,1
1/10/2025,2021022,NLA_WY-10151,NLA22_WY-10053,7/26/2022,1,WY,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,4,32.87,10,1
1/10/2025,2021564,NLA_GA-10137,NLA22_GA-10087,8/23/2022,1,GA,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,3,8883.75,15,1
1/10/2025,2021008,NLA_MD-10001,NLA22_MD-10022,7/26/2022,1,MD,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,32,109834.29,83,1
1/10/2025,2020604,NLA_SD-10281,NLA22_SD-10095,6/26/2022,1,SD,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,31,395644.49,180,1
1/10/2025,2020619,NLA_OK-10180,NLA22_OK-10069,6/27/2022,1,OK,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,6584.14,10,1
1/10/2025,2021679,NLA_WA-10050,NES22-10203,9/6/2022,1,WA,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,8190.52,4,1
1/10/2025,2020769,NLA_MN-10336,NLA22_MN-10029,7/11/2022,1,MN,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,5,64474.12,148,1
1/10/2025,2020650,NLA_MN-10158,NLA22_MN-10017,6/28/2022,1,MN,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,6,95142.9,42,1
1/10/2025,2020560,NLA_KS-10141,NLA22_KS-10065,6/22/2022,1,KS,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,9,11973.1,11,1
1/10/2025,2021024,NLA_MN-10143,NLA22_MN-10002,7/26/2022,1,MN,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,28896.9,17,1
1/10/2025,2021718,NLA_SD-10355,NLA22_SD-10169,9/12/2022,1,SD,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,18,133707.96,62,1
1/10/2025,2021508,NLA_NY-10078,NLA22_NY-10042,8/17/2022,1,NY,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,17845.22,15,1
1/10/2025,2021652,NLA_MN-10049,NES22-10065,8/31/2022,1,MN,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,6,42755.35,35,1
1/10/2025,2020575,NLA_KY-10063,NLA22_KY-10007,6/23/2022,1,KY,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,3,88827.49,107,1
1/10/2025,2021706,NLA_IL-10054,NLA22_IL-10004,9/9/2022,2,IL,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,127016.08,125,1
1/10/2025,2020432,NLA_MI-10254,NLA22_MI-10108,6/15/2022,1,MI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,3,18682.6,4,1
1/10/2025,2021836,NLA_MN-10142,NLA22_MN-10001,9/26/2022,2,MN,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,23,33367.89,27,1
1/10/2025,2020599,NLA_CO-10098,NLA22_CO-10036,6/24/2022,1,CO,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,31,49548.2,46,1
1/10/2025,2021640,NLA_OH-10077,NLA22_OH-10020,8/31/2022,1,OH,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,5,30146.09,24,1
1/10/2025,2021032,NLA_KS-10142,NLA22_KS-10066,7/27/2022,1,KS,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,5,387961.16,266,1
1/10/2025,2021610,NLA_TN-10049,NLA22_TN-10011,8/25/2022,2,TN,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,21261.83,20,1
1/10/2025,2020845,NLA_MI-10283,NLA22_MI-10137,7/15/2022,1,MI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,16,57950.03,106,1
1/10/2025,2021684,NLA_OK-10154,NLA22_OK-10042,9/7/2022,1,OK,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,27,235854.9,249,1
1/10/2025,2020936,NLA_OK-10219,NLA22_OK-10087,7/20/2022,1,OK,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,162411.35,10,1
1/10/2025,2021529,NLA_TN-10002,NLA22_TN-10002,8/18/2022,2,TN,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,3297.21,2,1
1/10/2025,2021077,NLA_WI-10229,NLA22_WI-10104,7/27/2022,1,WI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,60198.81,42,1
1/10/2025,2021830,NLA_NE-10280,NLA22_NE-10116,9/23/2022,1,NE,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,54,1126076.64,1402,1
1/10/2025,2021804,NLA_SD-10366,NLA22_SD-10180,9/20/2022,1,SD,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,24,341410.85,321,1
1/10/2025,2020854,NLA_MA-10032,NLA22_MA-10014,7/18/2022,1,MA,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,14,42727.24,25,1
1/10/2025,2020578,NLA_WY-10171,NLA22_WY-10073,6/22/2022,1,WY,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,3,91337.14,83,1
1/10/2025,2020904,NLA_MN-10150,NLA22_MN-10009,7/18/2022,1,MN,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,40,3024921.13,676,1
1/10/2025,2021815,NLA_NY-10086,NLA22_NY-10050,9/19/2022,1,NY,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,4832.66,5,1
1/10/2025,2021591,NLA_WI-10013,NES22-10084,8/24/2022,1,WI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,3,14703.88,8,1
1/10/2025,2020780,NLA_SD-10257,NLA22_SD-10021,7/12/2022,1,SD,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,1,31496.82,21,1
1/10/2025,2020303,NLA_NV-10178,NLA22_NV-10025,6/2/2022,1,NV,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,6,4358.66,5,1
1/10/2025,2021081,NLA_CO-10082,NLA22_CO-10020,7/29/2022,1,CO,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,2,6853.14,6,1
1/10/2025,2021766,NLA_WI-10266,NLA22_WI-10141,9/15/2022,1,WI,PHYX,4552,CRYPTOMONAS EROSA,CRYPTOPHYTES,11,71195.7,43,1
