PUBLICATION_DATE,TAXA_ID,ALGAL_GROUP,TARGET_TAXON,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES_EPITHET,SPECIES_NAME
1/13/2025,4251,GREEN ALGAE,COSMARIUM BIRETUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,COSMARIUM,BIRETUM,COSMARIUM BIRETUM
1/13/2025,4252,GREEN ALGAE,COSMARIUM HAMMERI,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,COSMARIUM,HAMMERI,COSMARIUM HAMMERI
1/13/2025,4253,GREEN ALGAE,COSMARIUM PORRECTUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,COSMARIUM,PORRECTUM,COSMARIUM PORRECTUM
1/13/2025,4254,GREEN ALGAE,COSMARIUM UNDULATUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,COSMARIUM,UNDULATUM,COSMARIUM UNDULATUM
1/13/2025,4255,GREEN ALGAE,COSMARIUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,COSMARIUM,,
1/13/2025,4256,GREEN ALGAE,DESMIDIUM SWARTZII,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,DESMIDIUM,SWARTZII,DESMIDIUM SWARTZII
1/13/2025,4257,GREEN ALGAE,DESMIDIUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,DESMIDIUM,,
1/13/2025,4258,GREEN ALGAE,EUASTRUM BIDNETATUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,EUASTRUM,BIDNETATUM,EUASTRUM BIDNETATUM
1/13/2025,4259,GREEN ALGAE,EUASTRUM DENTICULATUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,EUASTRUM,DENTICULATUM,EUASTRUM DENTICULATUM
1/13/2025,4260,GREEN ALGAE,EUASTRUM PSEUDOCORELLOIDES,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,EUASTRUM,PSEUDOCORELLOIDES,EUASTRUM PSEUDOCORELLOIDES
1/13/2025,4261,GREEN ALGAE,EUASTRUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,EUASTRUM,,
1/13/2025,4262,GREEN ALGAE,HYALOTHECA DISSILIENS,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,HYALOTHECA,DISSILIENS,HYALOTHECA DISSILIENS
1/13/2025,4263,GREEN ALGAE,HYALOTHECA UNDULATA,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,HYALOTHECA,UNDULATA,HYALOTHECA UNDULATA
1/13/2025,4264,GREEN ALGAE,HYALOTHECA,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,HYALOTHECA,,
1/13/2025,4265,GREEN ALGAE,MICRASTERIAS ARCUATA,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,MICRASTERIAS,ARCUATA,MICRASTERIAS ARCUATA
1/13/2025,4266,GREEN ALGAE,MICRASTERIAS FOLIACEA,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,MICRASTERIAS,FOLIACEA,MICRASTERIAS FOLIACEA
1/13/2025,4267,GREEN ALGAE,MICRASTERIAS JOHNSONII,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,MICRASTERIAS,JOHNSONII,MICRASTERIAS JOHNSONII
1/13/2025,4268,GREEN ALGAE,MICRASTERIAS,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,MICRASTERIAS,,
1/13/2025,4269,GREEN ALGAE,ONYCHONEMA FILIFORMIS,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,ONYCHONEMA,FILIFORMIS,ONYCHONEMA FILIFORMIS
1/13/2025,4270,GREEN ALGAE,ONYCHONEMA LAEVE,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,ONYCHONEMA,LAEVE,ONYCHONEMA LAEVE
1/13/2025,4271,GREEN ALGAE,ONYCHONEMA,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,ONYCHONEMA,,
1/13/2025,4272,GREEN ALGAE,PENIUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,PENIACEAE,PENIUM,,
1/13/2025,4273,GREEN ALGAE,PLEUROTAENIUM EHRENBERGII,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,PLEUROTAENIUM,EHRENBERGII,PLEUROTAENIUM EHRENBERGII
1/13/2025,4274,GREEN ALGAE,PLEUROTAENIUM TRIDENTULUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,PLEUROTAENIUM,TRIDENTULUM,PLEUROTAENIUM TRIDENTULUM
1/13/2025,4275,GREEN ALGAE,PLEUROTAENIUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,PLEUROTAENIUM,,
1/13/2025,4276,GREEN ALGAE,SPHAEROZOSMA,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,SPHAEROZOSMA,,
1/13/2025,4277,GREEN ALGAE,SPONDYLOSIUM PAPILLOSUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,SPONDYLOSIUM,PAPILLOSUM,SPONDYLOSIUM PAPILLOSUM
1/13/2025,4278,GREEN ALGAE,SPONDYLOSIUM PLANUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,SPONDYLOSIUM,PLANUM,SPONDYLOSIUM PLANUM
1/13/2025,4279,GREEN ALGAE,SPONDYLOSIUM PULCHRUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,SPONDYLOSIUM,PULCHRUM,SPONDYLOSIUM PULCHRUM
1/13/2025,4280,GREEN ALGAE,SPONDYLOSIUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,SPONDYLOSIUM,,
1/13/2025,4281,GREEN ALGAE,STAURASTRUM ALTERNANS,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURASTRUM,ALTERNANS,STAURASTRUM ALTERNANS
1/13/2025,4282,GREEN ALGAE,STAURASTRUM ARACHNE,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURASTRUM,ARACHNE,STAURASTRUM ARACHNE
1/13/2025,4283,GREEN ALGAE,STAURASTRUM CINGULUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURASTRUM,CINGULUM,STAURASTRUM CINGULUM
1/13/2025,4284,GREEN ALGAE,STAURASTRUM GRACILE,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURASTRUM,GRACILE,STAURASTRUM GRACILE
1/13/2025,4285,GREEN ALGAE,STAURASTRUM LEPTOCLADUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURASTRUM,LEPTOCLADUM,STAURASTRUM LEPTOCLADUM
1/13/2025,4286,GREEN ALGAE,STAURASTRUM LIMNETICUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURASTRUM,LIMNETICUM,STAURASTRUM LIMNETICUM
1/13/2025,4287,GREEN ALGAE,STAURASTRUM LONGIPES,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURASTRUM,LONGIPES,STAURASTRUM LONGIPES
1/13/2025,4288,GREEN ALGAE,STAURASTRUM PARADOXUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURASTRUM,PARADOXUM,STAURASTRUM PARADOXUM
1/13/2025,4289,GREEN ALGAE,STAURASTRUM PENTACERUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURASTRUM,PENTACERUM,STAURASTRUM PENTACERUM
1/13/2025,4290,GREEN ALGAE,STAURASTRUM PINGUE,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURASTRUM,PINGUE,STAURASTRUM PINGUE
1/13/2025,4291,GREEN ALGAE,STAURASTRUM SETIGERUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURASTRUM,SETIGERUM,STAURASTRUM SETIGERUM
1/13/2025,4292,GREEN ALGAE,STAURASTRUM WOLLEANUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURASTRUM,WOLLEANUM,STAURASTRUM WOLLEANUM
1/13/2025,4293,GREEN ALGAE,STAURASTRUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURASTRUM,,
1/13/2025,4294,GREEN ALGAE,STAURODESMUS APICULATUS,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURODESMUS,APICULATUS,STAURODESMUS APICULATUS
1/13/2025,4295,GREEN ALGAE,STAURODESMUS TRIANGULARIS,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURODESMUS,TRIANGULARIS,STAURODESMUS TRIANGULARIS
1/13/2025,4296,GREEN ALGAE,STAURODESMUS,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,STAURODESMUS,,
1/13/2025,4297,GREEN ALGAE,TEILINGIA EXCAVATA,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,TEILINGIA,EXCAVATA,TEILINGIA EXCAVATA
1/13/2025,4298,GREEN ALGAE,TEILINGIA GRANULATA,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,TEILINGIA,GRANULATA,TEILINGIA GRANULATA
1/13/2025,4299,GREEN ALGAE,TEILINGIA WALLICHII,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,TEILINGIA,WALLICHII,TEILINGIA WALLICHII
1/13/2025,4300,GREEN ALGAE,TEILINGIA,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,TEILINGIA,,
1/13/2025,4301,GREEN ALGAE,TETMEMORUS,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,TETMEMORUS,,
1/13/2025,4302,GREEN ALGAE,XANTHIDIUM OCTOCORNE,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,XANTHIDIUM,OCTOCORNE,XANTHIDIUM OCTOCORNE
1/13/2025,4303,GREEN ALGAE,XANTHIDIUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,DESMIDIACEAE,XANTHIDIUM,,
1/13/2025,4304,GREEN ALGAE,BOTRYOCOCCUS BRAUNII,CHAROPHYTA,TREBOUXIOPHYCEAE,TREBOUXIALES,BOTRYOCOCCACEAE,BOTRYOCOCCUS,BRAUNII,BOTRYOCOCCUS BRAUNII
1/13/2025,4305,GREEN ALGAE,BOTRYOCOCCUS PROTUBERANS,CHAROPHYTA,TREBOUXIOPHYCEAE,TREBOUXIALES,BOTRYOCOCCACEAE,BOTRYOCOCCUS,PROTUBERANS,BOTRYOCOCCUS PROTUBERANS
1/13/2025,4306,GREEN ALGAE,BOTRYOCOCCUS,CHAROPHYTA,TREBOUXIOPHYCEAE,TREBOUXIALES,BOTRYOCOCCACEAE,BOTRYOCOCCUS,,
1/13/2025,4307,GREEN ALGAE,DICTYOSPHAERIUM CHLORELLOIDES,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,DICTYOSPHAERIUM,CHLORELLOIDES,DICTYOSPHAERIUM CHLORELLOIDES
1/13/2025,4308,GREEN ALGAE,DICTYOSPHAERIUM EHRENBERGIANUM,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,DICTYOSPHAERIUM,EHRENBERGIANUM,DICTYOSPHAERIUM EHRENBERGIANUM
1/13/2025,4309,GREEN ALGAE,DICTYOSPHAERIUM PULCHELLUM,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,DICTYOSPHAERIUM,PULCHELLUM,DICTYOSPHAERIUM PULCHELLUM
1/13/2025,4310,GREEN ALGAE,DICTYOSPHAERIUM TETRACHOTOMUM,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,DICTYOSPHAERIUM,TETRACHOTOMUM,DICTYOSPHAERIUM TETRACHOTOMUM
1/13/2025,4311,GREEN ALGAE,DICTYOSPHAERIUM,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,DICTYOSPHAERIUM,,
1/13/2025,4312,GREEN ALGAE,BINUCLEARIA TECTORUM,CHLOROPHYTA,ULVOPHYCEAE,ULOTRICHALES,BINUCLEARIACEAE,BINUCLEARIA,TECTORUM,BINUCLEARIA TECTORUM
1/13/2025,4313,GREEN ALGAE,BINUCLEARIA,CHLOROPHYTA,ULVOPHYCEAE,ULOTRICHALES,BINUCLEARIACEAE,BINUCLEARIA,,
1/13/2025,4314,GREEN ALGAE,HAEMATOCOCCUS,CHLOROPHYTA,CHLOROPHYCEAE,CHLAMYDOMONADALES,HAEMATOCOCCACEAE,HAEMATOCOCCUS,,
1/13/2025,4315,GREEN ALGAE,PALMODICTYON VIRIDE,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,RADIOCOCCACEAE,PALMODICTYON,VIRIDE,PALMODICTYON VIRIDE
1/13/2025,4316,GREEN ALGAE,PARAPEDIASTRUM BIRADIATUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,PARAPEDIASTRUM,BIRADIATUM,PARAPEDIASTRUM BIRADIATUM
1/13/2025,4317,GREEN ALGAE,PEDIASTRUM ANGULOSUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,PEDIASTRUM,ANGULOSUM,PEDIASTRUM ANGULOSUM
1/13/2025,4318,GREEN ALGAE,PEDIASTRUM BORYANUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,PEDIASTRUM,BORYANUM,PEDIASTRUM BORYANUM
1/13/2025,4319,GREEN ALGAE,PEDIASTRUM DUPLEX,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,PEDIASTRUM,DUPLEX,PEDIASTRUM DUPLEX
1/13/2025,4320,GREEN ALGAE,PEDIASTRUM KAWRAISKYI,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,PEDIASTRUM,KAWRAISKYI,PEDIASTRUM KAWRAISKYI
1/13/2025,4321,GREEN ALGAE,PEDIASTRUM SIMPLEX,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,PEDIASTRUM,SIMPLEX,PEDIASTRUM SIMPLEX
1/13/2025,4322,GREEN ALGAE,PEDIASTRUM TETRAS,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,PEDIASTRUM,TETRAS,PEDIASTRUM TETRAS
1/13/2025,4323,GREEN ALGAE,PEDIASTRUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,PEDIASTRUM,,
1/13/2025,4324,GREEN ALGAE,SORASTRUM AMERICANUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,SORASTRUM,AMERICANUM,SORASTRUM AMERICANUM
1/13/2025,4325,GREEN ALGAE,SORASTRUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,SORASTRUM,,
1/13/2025,4326,GREEN ALGAE,STAURIDIUM TETRAS,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,HYDRODICTYACEAE,STAURIDIUM,TETRAS,STAURIDIUM TETRAS
1/13/2025,4327,GREEN ALGAE,KOLIELLA LONGISETA,CHLOROPHYTA,TREBOUXIOPHYCEAE,PRASIOLALES,KOLIELLACEAE,KOLIELLA,LONGISETA,KOLIELLA LONGISETA
1/13/2025,4328,GREEN ALGAE,GONATOZYGON MONOTAENIUM,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,GONATOZYGACEAE,GONATOZYGON,MONOTAENIUM,GONATOZYGON MONOTAENIUM
1/13/2025,4329,GREEN ALGAE,GONATOZYGON,CHAROPHYTA,ZYGNEMATOPHYCEAE,DESMIDIALES,GONATOZYGACEAE,GONATOZYGON,,
1/13/2025,4330,GREEN ALGAE,GOLENKINIA PAUCISPINA,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,NEOCHLORIDACEAE,GOLENKINIA,PAUCISPINA,GOLENKINIA PAUCISPINA
1/13/2025,4331,GREEN ALGAE,GOLENKINIA RADIATA,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,NEOCHLORIDACEAE,GOLENKINIA,RADIATA,GOLENKINIA RADIATA
1/13/2025,4332,GREEN ALGAE,GOLENKINIA,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,NEOCHLORIDACEAE,GOLENKINIA,,
1/13/2025,4333,GREEN ALGAE,MICRACTINIUM PUSILLUM,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,MICRACTINIUM,PUSILLUM,MICRACTINIUM PUSILLUM
1/13/2025,4334,GREEN ALGAE,MICRACTINIUM QUADRISETUM,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,MICRACTINIUM,QUADRISETUM,MICRACTINIUM QUADRISETUM
1/13/2025,4335,GREEN ALGAE,MICRACTINIUM,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,MICRACTINIUM,,
1/13/2025,4336,GREEN ALGAE,MICROSPORA,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,MICROSPORACEAE,MICROSPORA,,
1/13/2025,4337,GREEN ALGAE,CHLOROTETRAEDRON INCUS,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,NEOCHLORIDACEAE,CHLOROTETRAEDRON,INCUS,CHLOROTETRAEDRON INCUS
1/13/2025,4338,GREEN ALGAE,BULBOCHAETE,CHLOROPHYTA,CHLOROPHYCEAE,OEDOGONIALES,OEDOGONIACEAE,BULBOCHAETE,,
1/13/2025,4339,GREEN ALGAE,OEDOGONIUM,CHLOROPHYTA,CHLOROPHYCEAE,OEDOGONIALES,OEDOGONIACEAE,OEDOGONIUM,,
1/13/2025,4340,GREEN ALGAE,ANKISTRODESMUS BIBRAIANUS,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,ANKISTRODESMUS,BIBRAIANUS,ANKISTRODESMUS BIBRAIANUS
1/13/2025,4341,GREEN ALGAE,ANKISTRODESMUS FALCATUS,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,ANKISTRODESMUS,FALCATUS,ANKISTRODESMUS FALCATUS
1/13/2025,4342,GREEN ALGAE,ANKISTRODESMUS SPIRALIS,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,ANKISTRODESMUS,SPIRALIS,ANKISTRODESMUS SPIRALIS
1/13/2025,4343,GREEN ALGAE,ANKISTRODESMUS,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,ANKISTRODESMUS,,
1/13/2025,4344,GREEN ALGAE,CHLORELLA ELLIPSOIDEA,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,CHLORELLA,ELLIPSOIDEA,CHLORELLA ELLIPSOIDEA
1/13/2025,4345,GREEN ALGAE,CHLORELLA VULGARIS,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,CHLORELLA,VULGARIS,CHLORELLA VULGARIS
1/13/2025,4346,GREEN ALGAE,CHLORELLA,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,CHLORELLA,,
1/13/2025,4347,GREEN ALGAE,CLOSTERIOPSIS ACICULARIS,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,CLOSTERIOPSIS,ACICULARIS,CLOSTERIOPSIS ACICULARIS
1/13/2025,4348,GREEN ALGAE,CLOSTERIOPSIS LONGISSIMA,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,CLOSTERIOPSIS,LONGISSIMA,CLOSTERIOPSIS LONGISSIMA
1/13/2025,4349,GREEN ALGAE,CLOSTERIOPSIS,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,CLOSTERIOPSIS,,
1/13/2025,4350,GREEN ALGAE,EREMOSPHAERA VIRIDIS,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,OOCYSTACEAE,EREMOSPHAERA,VIRIDIS,EREMOSPHAERA VIRIDIS
1/13/2025,4351,GREEN ALGAE,KERATOCOCCUS BICAUDATUS,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,CHLORELLACEAE,KERATOCOCCUS,BICAUDATUS,KERATOCOCCUS BICAUDATUS
1/13/2025,4352,GREEN ALGAE,KIRCHNERIELLA CONTORTA,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,KIRCHNERIELLA,CONTORTA,KIRCHNERIELLA CONTORTA
1/13/2025,4353,GREEN ALGAE,KIRCHNERIELLA LUNARIS,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,KIRCHNERIELLA,LUNARIS,KIRCHNERIELLA LUNARIS
1/13/2025,4354,GREEN ALGAE,KIRCHNERIELLA OBESA,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,KIRCHNERIELLA,OBESA,KIRCHNERIELLA OBESA
1/13/2025,4355,GREEN ALGAE,KIRCHNERIELLA,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,KIRCHNERIELLA,,
1/13/2025,4356,GREEN ALGAE,LAGERHEIMIA CHODATII,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,OOCYSTACEAE,LAGERHEIMIA,CHODATII,LAGERHEIMIA CHODATII
1/13/2025,4357,GREEN ALGAE,LAGERHEIMIA CITRIFORMIS,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,OOCYSTACEAE,LAGERHEIMIA,CITRIFORMIS,LAGERHEIMIA CITRIFORMIS
1/13/2025,4358,GREEN ALGAE,LAGERHEIMIA GENEVENSIS,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,OOCYSTACEAE,LAGERHEIMIA,GENEVENSIS,LAGERHEIMIA GENEVENSIS
1/13/2025,4359,GREEN ALGAE,LAGERHEIMIA LONGISETA,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,OOCYSTACEAE,LAGERHEIMIA,LONGISETA,LAGERHEIMIA LONGISETA
1/13/2025,4360,GREEN ALGAE,LAGERHEIMIA QUADRISETA,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,OOCYSTACEAE,LAGERHEIMIA,QUADRISETA,LAGERHEIMIA QUADRISETA
1/13/2025,4361,GREEN ALGAE,LAGERHEIMIA SUBSALSA,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,OOCYSTACEAE,LAGERHEIMIA,SUBSALSA,LAGERHEIMIA SUBSALSA
1/13/2025,4362,GREEN ALGAE,LAGERHEIMIA WRATISLAVIENSIS,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,OOCYSTACEAE,LAGERHEIMIA,WRATISLAVIENSIS,LAGERHEIMIA WRATISLAVIENSIS
1/13/2025,4363,GREEN ALGAE,LAGERHEIMIA,CHLOROPHYTA,TREBOUXIOPHYCEAE,CHLORELLALES,OOCYSTACEAE,LAGERHEIMIA,,
1/13/2025,4364,GREEN ALGAE,MONORAPHIDIUM ARCUATUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,MONORAPHIDIUM,ARCUATUM,MONORAPHIDIUM ARCUATUM
1/13/2025,4365,GREEN ALGAE,MONORAPHIDIUM CIRCINALE,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,MONORAPHIDIUM,CIRCINALE,MONORAPHIDIUM CIRCINALE
1/13/2025,4366,GREEN ALGAE,MONORAPHIDIUM CONTORTUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,MONORAPHIDIUM,CONTORTUM,MONORAPHIDIUM CONTORTUM
1/13/2025,4367,GREEN ALGAE,MONORAPHIDIUM CONVOLUTUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,MONORAPHIDIUM,CONVOLUTUM,MONORAPHIDIUM CONVOLUTUM
1/13/2025,4368,GREEN ALGAE,MONORAPHIDIUM GRIFFITHII,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,MONORAPHIDIUM,GRIFFITHII,MONORAPHIDIUM GRIFFITHII
1/13/2025,4369,GREEN ALGAE,MONORAPHIDIUM IRREGULARE,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,MONORAPHIDIUM,IRREGULARE,MONORAPHIDIUM IRREGULARE
1/13/2025,4370,GREEN ALGAE,MONORAPHIDIUM KOMARKOVAE,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,MONORAPHIDIUM,KOMARKOVAE,MONORAPHIDIUM KOMARKOVAE
1/13/2025,4371,GREEN ALGAE,MONORAPHIDIUM MINIMUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,MONORAPHIDIUM,MINIMUM,MONORAPHIDIUM MINIMUM
1/13/2025,4372,GREEN ALGAE,MONORAPHIDIUM MINUTUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,MONORAPHIDIUM,MINUTUM,MONORAPHIDIUM MINUTUM
1/13/2025,4373,GREEN ALGAE,MONORAPHIDIUM NANUM,CHLOROPHYTA,CHLOROPHYCEAE,SPHAEROPLEALES,SELENASTRACEAE,MONORAPHIDIUM,NANUM,MONORAPHIDIUM NANUM
